CVE ID,Description,Severity,Attack Complexity,Attack Vector,CWE ID,References,Attack Type,Mitigation Strategy
CVE-2020-11452,"Microstrategy Web 10.4 includes functionality to allow users to import files or data from external resources such as URLs or databases. By providing an external URL under attacker control, it's possible to send requests to external resources (aka SSRF) or leak files from the local system using the file:// stream wrapper.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,CWE-918,"http://packetstormsecurity.com/files/157068/MicroStrategy-Intelligence-Server-And-Web-10.4-XSS-Disclosure-SSRF-Code-Execution.html, http://seclists.org/fulldisclosure/2020/Apr/1, https://community.microstrategy.com/s/article/Web-Services-Security-Vulnerability, https://www.redtimmy.com/web-application-hacking/another-ssrf-another-rce-the-microstrategy-case/, http://packetstormsecurity.com/files/157068/MicroStrategy-Intelligence-Server-And-Web-10.4-XSS-Disclosure-SSRF-Code-Execution.html, http://seclists.org/fulldisclosure/2020/Apr/1, https://community.microstrategy.com/s/article/Web-Services-Security-Vulnerability, https://www.redtimmy.com/web-application-hacking/another-ssrf-another-rce-the-microstrategy-case/",Protocol Abuse SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2020-11453,"Microstrategy Web 10.4 is vulnerable to Server-Side Request Forgery in the Test Web Service functionality exposed through the path /MicroStrategyWS/. The functionality requires no authentication and, while it is not possible to pass parameters in the SSRF request, it is still possible to exploit it to conduct port scanning. An attacker could exploit this vulnerability to enumerate the resources allocated in the network (IP addresses and services exposed). NOTE: MicroStrategy is unable to reproduce the issue reported in any version of its product",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CWE-918,"http://packetstormsecurity.com/files/157068/MicroStrategy-Intelligence-Server-And-Web-10.4-XSS-Disclosure-SSRF-Code-Execution.html, http://seclists.org/fulldisclosure/2020/Apr/1, https://community.microstrategy.com/s/article/Web-Services-Security-Vulnerability, https://www.redtimmy.com/web-application-hacking/another-ssrf-another-rce-the-microstrategy-case/, http://packetstormsecurity.com/files/157068/MicroStrategy-Intelligence-Server-And-Web-10.4-XSS-Disclosure-SSRF-Code-Execution.html, http://seclists.org/fulldisclosure/2020/Apr/1, https://community.microstrategy.com/s/article/Web-Services-Security-Vulnerability, https://www.redtimmy.com/web-application-hacking/another-ssrf-another-rce-the-microstrategy-case/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2020-10980,GitLab EE/CE 8.0.rc1 to 12.9 is vulnerable to a blind SSRF in the FogBugz integration.,CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://about.gitlab.com/releases/2020/03/26/security-release-12-dot-9-dot-1-released/, https://about.gitlab.com/releases/categories/releases/, https://about.gitlab.com/releases/2020/03/26/security-release-12-dot-9-dot-1-released/, https://about.gitlab.com/releases/categories/releases/",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2020-11885,WSO2 Enterprise Integrator through 6.6.0 has an XXE vulnerability where a user (with admin console access) can use the XML validator to make unintended network invocations such as SSRF via an uploaded file.,HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,CWE-611,"https://docs.wso2.com/display/Security/Security+Advisory+WSO2-2020-0684, https://docs.wso2.com/display/Security/Security+Advisory+WSO2-2020-0684",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2020-11887,svg2png 4.1.1 allows XSS with resultant SSRF via JavaScript inside an SVG document.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CWE-79,"https://github.com/domenic/svg2png/issues/117, https://github.com/domenic/svg2png/issues/117",External SSRF,Implement strict cross-site scripting (XSS) prevention mechanisms
CVE-2020-12642,"An issue was discovered in service-api before 4.3.12 and 5.x before 5.1.1 for Report Portal. It allows XXE, with resultant secrets disclosure and SSRF, via JUnit XML launch import.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-611,"https://github.com/reportportal/reportportal/blob/master/SECURITY_ADVISORIES.md, https://github.com/reportportal/reportportal/blob/master/SECURITY_ADVISORIES.md",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2020-7983,A CSRF issue in login.asp on Ruckus R500 3.4.2.0.384 devices allows remote attackers to access the panel or conduct SSRF attacks.,HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,CWE-352,"https://gist.github.com/CyberSecurityUP/26c5b032897630fe8407da4a8ef216d4, https://gist.github.com/CyberSecurityUP/26c5b032897630fe8407da4a8ef216d4",External SSRF,"Implement CSRF protection, enforce SameSite cookies, and use CSRF tokens"
CVE-2020-8830,"CSRF in login.asp on Ruckus devices allows an attacker to access the panel, and use SSRF to perform scraping or other analysis via the SUBCA-1 field on the Wireless Admin screen.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-352,"https://gist.github.com/CyberSecurityUP/26c5b032897630fe8407da4a8ef216d4, https://gist.github.com/CyberSecurityUP/26c5b032897630fe8407da4a8ef216d4",External SSRF,"Implement CSRF protection, enforce SameSite cookies, and use CSRF tokens"
CVE-2020-13226,"WSO2 API Manager 3.0.0 does not properly restrict outbound network access from a Publisher node, opening up the possibility of SSRF to this node's entire intranet.",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://docs.wso2.com/display/Security/Security+Advisories, https://docs.wso2.com/display/Security/WSO2+Security+Vulnerability+Management+Process, https://github.com/wso2/docs-apim/issues/816, https://github.com/wso2/product-apim/issues/7677, https://docs.wso2.com/display/Security/Security+Advisories, https://docs.wso2.com/display/Security/WSO2+Security+Vulnerability+Management+Process, https://github.com/wso2/docs-apim/issues/816, https://github.com/wso2/product-apim/issues/7677",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2014-8943,Lexiglot through 2014-11-20 allows SSRF via the admin.php?page=projects svn_url parameter.,HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://www.justanotherhacker.com/2018/05/jahx181_-_piwigo_lexiglot_multiple_vulnerabilities.html, https://www.justanotherhacker.com/2018/05/jahx181_-_piwigo_lexiglot_multiple_vulnerabilities.html",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2020-13379,"The avatar feature in Grafana 3.0.1 through 7.0.1 has an SSRF Incorrect Access Control issue. This vulnerability allows any unauthenticated user/client to make Grafana send HTTP requests to any URL and return its result to the user/client. This can be used to gain information about the network that Grafana is running on. Furthermore, passing invalid URL objects could be used for DOS'ing Grafana via SegFault.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:H,CWE-918,"http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00060.html, http://lists.opensuse.org/opensuse-security-announce/2020-07/msg00083.html, http://lists.opensuse.org/opensuse-security-announce/2020-10/msg00009.html, http://lists.opensuse.org/opensuse-security-announce/2020-10/msg00017.html, http://packetstormsecurity.com/files/158320/Grafana-7.0.1-Denial-Of-Service.html, http://www.openwall.com/lists/oss-security/2020/06/03/4, http://www.openwall.com/lists/oss-security/2020/06/09/2, https://community.grafana.com/t/grafana-7-0-2-and-6-7-4-security-update/31408, https://community.grafana.com/t/release-notes-v6-7-x/27119, https://community.grafana.com/t/release-notes-v7-0-x/29381, https://grafana.com/blog/2020/06/03/grafana-6.7.4-and-7.0.2-released-with-important-security-fix/, https://lists.apache.org/thread.html/r0928ee574281f8b6156e0a6d0291bfc27100a9dd3f9b0177ece24ae4%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/r093b405a49fd31efa0d949ac1a887101af1ca95652a66094194ed933%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/r40f0a97b6765de6b8938bc212ee9dfb5101e9efa48bcbbdec02b2a60%40%3Cissues.ambari.apache.org%3E, https://lists.apache.org/thread.html/r6670a6c29044bcb77d4e5d165b5bd13fffe37b84caa5d6471b13b3a2%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/r6bb57124a21bb638f552d81650c66684e70fc1ff9f40b6a8840171cd%40%3Cissues.ambari.apache.org%3E, https://lists.apache.org/thread.html/r984c3b42a500f5a6a89fbee436b9432fada5dc27ebab04910aafe4da%40%3Cissues.ambari.apache.org%3E, https://lists.apache.org/thread.html/rad99b06d7360a5cf6e394afb313f8901dcd4cb777aee9c9197b3b23d%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/rba0247a27be78bd14046724098462d058a9969400a82344b3007cf90%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/rd0fd283e3844b9c54cd5ecc92d966f96d3f4318815bbf3ac41f9c820%40%3Ccommits.ambari.apache.org%3E, https://lists.apache.org/thread.html/re75f59639f3bc1d14c7ab362bc4485ade84f3c6a3c1a03200c20fe13%40%3Cissues.ambari.apache.org%3E, https://lists.apache.org/thread.html/re7c4b251b52f49ba6ef752b829bca9565faaf93d03206b1db6644d31%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/rff71126fa7d9f572baafb9be44078ad409c85d2c0f3e26664f1ef5a2%40%3Cdev.ambari.apache.org%3E, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/EEKSZ6GE4EDOFZ23NGYWOCMD6O4JF5SO/, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/O2KSCCGKNEENZN3DW7TSPFBBUZH3YZXZ/, https://mostwanted002.cf/post/grafanados/, https://rhynorater.github.io/CVE-2020-13379-Write-Up, https://security.netapp.com/advisory/ntap-20200608-0006/, http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00060.html, http://lists.opensuse.org/opensuse-security-announce/2020-07/msg00083.html, http://lists.opensuse.org/opensuse-security-announce/2020-10/msg00009.html, http://lists.opensuse.org/opensuse-security-announce/2020-10/msg00017.html, http://packetstormsecurity.com/files/158320/Grafana-7.0.1-Denial-Of-Service.html, http://www.openwall.com/lists/oss-security/2020/06/03/4, http://www.openwall.com/lists/oss-security/2020/06/09/2, https://community.grafana.com/t/grafana-7-0-2-and-6-7-4-security-update/31408, https://community.grafana.com/t/release-notes-v6-7-x/27119, https://community.grafana.com/t/release-notes-v7-0-x/29381, https://grafana.com/blog/2020/06/03/grafana-6.7.4-and-7.0.2-released-with-important-security-fix/, https://lists.apache.org/thread.html/r0928ee574281f8b6156e0a6d0291bfc27100a9dd3f9b0177ece24ae4%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/r093b405a49fd31efa0d949ac1a887101af1ca95652a66094194ed933%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/r40f0a97b6765de6b8938bc212ee9dfb5101e9efa48bcbbdec02b2a60%40%3Cissues.ambari.apache.org%3E, https://lists.apache.org/thread.html/r6670a6c29044bcb77d4e5d165b5bd13fffe37b84caa5d6471b13b3a2%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/r6bb57124a21bb638f552d81650c66684e70fc1ff9f40b6a8840171cd%40%3Cissues.ambari.apache.org%3E, https://lists.apache.org/thread.html/r984c3b42a500f5a6a89fbee436b9432fada5dc27ebab04910aafe4da%40%3Cissues.ambari.apache.org%3E, https://lists.apache.org/thread.html/rad99b06d7360a5cf6e394afb313f8901dcd4cb777aee9c9197b3b23d%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/rba0247a27be78bd14046724098462d058a9969400a82344b3007cf90%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/rd0fd283e3844b9c54cd5ecc92d966f96d3f4318815bbf3ac41f9c820%40%3Ccommits.ambari.apache.org%3E, https://lists.apache.org/thread.html/re75f59639f3bc1d14c7ab362bc4485ade84f3c6a3c1a03200c20fe13%40%3Cissues.ambari.apache.org%3E, https://lists.apache.org/thread.html/re7c4b251b52f49ba6ef752b829bca9565faaf93d03206b1db6644d31%40%3Cdev.ambari.apache.org%3E, https://lists.apache.org/thread.html/rff71126fa7d9f572baafb9be44078ad409c85d2c0f3e26664f1ef5a2%40%3Cdev.ambari.apache.org%3E, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/EEKSZ6GE4EDOFZ23NGYWOCMD6O4JF5SO/, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/O2KSCCGKNEENZN3DW7TSPFBBUZH3YZXZ/, https://mostwanted002.cf/post/grafanados/, https://rhynorater.github.io/CVE-2020-13379-Write-Up, https://security.netapp.com/advisory/ntap-20200608-0006/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2020-12725,"Havoc Research discovered an authenticated Server-Side Request Forgery (SSRF) via the ""JSON"" data source of Redash open-source 8.0.0 and prior. Possibly, other connectors are affected. The SSRF is potent and provides a lot of flexibility in terms of being able to craft HTTP requests e.g., by adding headers, selecting any HTTP verb, etc.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://blog.redash.io, https://github.com/getredash/redash/commits/master, https://github.com/getredash/redash/issues/4869, https://blog.redash.io, https://github.com/getredash/redash/commits/master, https://github.com/getredash/redash/issues/4869",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2020-11980,"In Karaf, JMX authentication takes place using JAAS and authorization takes place using ACL files. By default, only an ""admin"" can actually invoke on an MBean. However there is a vulnerability there for someone who is not an admin, but has a ""viewer"" role. In the 'etc/jmx.acl.cfg', such as role can call get*. It's possible to authenticate as a viewer role + invokes on the MLet getMBeansFromURL method, which goes off to a remote server to fetch the desired MBean, which is then registered in Karaf. At this point the attack fails as ""viewer"" doesn't have the permission to invoke on the MBean. Still, it could act as a SSRF style attack and also it essentially allows a ""viewer"" role to pollute the MBean registry, which is a kind of privilege escalation. The vulnerability is low as it's possible to add a ACL to limit access. Users should update to Apache Karaf 4.2.9 or newer.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,CWE-918,"http://karaf.apache.org/security/cve-2020-11980.txt, http://karaf.apache.org/security/cve-2020-11980.txt",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2020-9427,OX Guard 2.10.3 and earlier allows SSRF.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N,CWE-918,"http://packetstormsecurity.com/files/158069/OX-Guard-2.10.3-Cross-Site-Scripting-Server-Side-Request-Forgery.html, https://seclists.org/fulldisclosure/2020/Jun/20, https://www.open-xchange.com/, http://packetstormsecurity.com/files/158069/OX-Guard-2.10.3-Cross-Site-Scripting-Server-Side-Request-Forgery.html, https://seclists.org/fulldisclosure/2020/Jun/20, https://www.open-xchange.com/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2020-8544,OX App Suite through 7.10.3 allows SSRF.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://packetstormsecurity.com/files/158070/OX-App-Suite-OX-Documents-7.10.3-XSS-SSRF-Improper-Validation.html, https://www.open-xchange.com/, https://packetstormsecurity.com/files/158070/OX-App-Suite-OX-Documents-7.10.3-XSS-SSRF-Improper-Validation.html, https://www.open-xchange.com/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2019-20872,"An issue was discovered in Mattermost Server before 5.9.0, 5.8.1, 5.7.3, and 4.10.8. SSRF can attack local services.",MEDIUM,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://mattermost.com/security-updates/, https://mattermost.com/security-updates/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
